Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  8.57      0.06     0.06  6143007     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::_M_insert(std::_List_iterator<neighbor_t>, neighbor_t const&)
  7.14      0.11     0.05  8528260     0.00     0.00  std::_List_const_iterator<unsigned int>::operator++()
  6.43      0.16     0.05  6143007     0.00     0.00  __gnu_cxx::new_allocator<neighbor_t>::construct(neighbor_t*, neighbor_t const&)
  5.72      0.20     0.04  5150781     0.00     0.00  std::_List_iterator<neighbor_t>::operator->() const
  5.72      0.24     0.04      568     0.07     0.77  leastFirst(AbstractGraph&, unsigned int, unsigned int)
  5.00      0.27     0.04  9615555     0.00     0.00  std::_List_const_iterator<neighbor_t>::operator++()
  4.29      0.30     0.03  9293398     0.00     0.00  std::_List_iterator<neighbor_t>::operator!=(std::_List_iterator<neighbor_t> const&) const
  4.29      0.33     0.03   196110     0.00     0.00  std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_M_clear()
  4.29      0.36     0.03 12460614     0.00     0.00  std::allocator<neighbor_t>::allocator<std::_List_node<neighbor_t> >(std::allocator<std::_List_node<neighbor_t> > const&)
  3.57      0.39     0.03  6143007     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::_M_create_node(neighbor_t const&)
  2.86      0.41     0.02 12460614     0.00     0.00  __gnu_cxx::new_allocator<neighbor_t>::~new_allocator()
  2.86      0.43     0.02 12460614     0.00     0.00  std::allocator<neighbor_t>::~allocator()
  2.86      0.45     0.02 12286014     0.00     0.00  std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_M_get_Tp_allocator() const
  2.86      0.47     0.02  8598614     0.00     0.00  std::_List_const_iterator<unsigned int>::operator!=(std::_List_const_iterator<unsigned int> const&) const
  2.86      0.49     0.02  6143007     0.00     0.00  __gnu_cxx::new_allocator<neighbor_t>::destroy(neighbor_t*)
  2.14      0.50     0.02 12460614     0.00     0.00  __gnu_cxx::new_allocator<neighbor_t>::new_allocator()
  2.14      0.52     0.02  9873059     0.00     0.00  std::_List_const_iterator<neighbor_t>::operator!=(std::_List_const_iterator<neighbor_t> const&) const
  1.43      0.53     0.01 17441351     0.00     0.00  neighbor_t* std::__addressof<neighbor_t>(neighbor_t&)
  1.43      0.54     0.01 12107705     0.00     0.00  std::_List_iterator<neighbor_t>::_List_iterator(std::__detail::_List_node_base*)
  1.43      0.55     0.01  9320298     0.00     0.00  std::_List_const_iterator<neighbor_t>::operator*() const
  1.43      0.56     0.01  6143007     0.00     0.00  neighbor_t::~neighbor_t()
  1.43      0.57     0.01  6143007     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<neighbor_t> >::deallocate(std::_List_node<neighbor_t>*, unsigned long)
  1.43      0.58     0.01  6143007     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<neighbor_t> >::allocate(unsigned long, void const*)
  1.43      0.59     0.01  6143007     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<neighbor_t> >::max_size() const
  1.43      0.60     0.01  6143007     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::push_back(neighbor_t const&)
  1.43      0.61     0.01   497682     0.00     0.00  std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() const
  1.43      0.62     0.01   248841     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::construct(unsigned int*, unsigned int const&)
  1.43      0.63     0.01   248841     0.00     0.00  std::list<unsigned int, std::allocator<unsigned int> >::_M_create_node(unsigned int const&)
  1.43      0.64     0.01   196110     0.00     0.00  std::_List_base<neighbor_t, std::allocator<neighbor_t> >::~_List_base()
  1.43      0.65     0.01   174600     0.00     0.00  void std::list<neighbor_t, std::allocator<neighbor_t> >::_M_initialize_dispatch<std::_List_const_iterator<neighbor_t> >(std::_List_const_iterator<neighbor_t>, std::_List_const_iterator<neighbor_t>, std::__false_type)
  1.43      0.66     0.01   137544     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::list(std::list<neighbor_t, std::allocator<neighbor_t> > const&)
  1.43      0.67     0.01   112543     0.00     0.00  std::list<unsigned int, std::allocator<unsigned int> >::_M_erase(std::_List_iterator<unsigned int>)
  1.43      0.68     0.01    75911     0.00     0.00  std::_List_const_iterator<neighbor_t>::operator==(std::_List_const_iterator<neighbor_t> const&) const
  1.43      0.69     0.01    75911     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::operator=(std::list<neighbor_t, std::allocator<neighbor_t> > const&)
  1.43      0.70     0.01    66752     0.00     0.00  std::iterator_traits<std::_List_const_iterator<unsigned int> >::difference_type std::__distance<std::_List_const_iterator<unsigned int> >(std::_List_const_iterator<unsigned int>, std::_List_const_iterator<unsigned int>, std::input_iterator_tag)
  0.71      0.70     0.01  6143007     0.00     0.00  std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_M_get_node()
  0.00      0.70     0.00 12423558     0.00     0.00  std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_M_get_Node_allocator() const
  0.00      0.70     0.00 11416217     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::end()
  0.00      0.70     0.00  6470652     0.00     0.00  operator new(unsigned long, void*)
  0.00      0.70     0.00  6143007     0.00     0.00  std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_M_put_node(std::_List_node<neighbor_t>*)
  0.00      0.70     0.00  5073219     0.00     0.00  std::_List_iterator<neighbor_t>::operator++(int)
  0.00      0.70     0.00  3532876     0.00     0.00  std::_List_iterator<neighbor_t>::operator*() const
  0.00      0.70     0.00  3527121     0.00     0.00  std::_List_iterator<neighbor_t>::operator++()
  0.00      0.70     0.00   530212     0.00     0.00  std::_List_const_iterator<neighbor_t>::_List_const_iterator(std::__detail::_List_node_base const*)
  0.00      0.70     0.00   517232     0.00     0.00  std::_List_iterator<unsigned int>::_List_iterator(std::__detail::_List_node_base*)
  0.00      0.70     0.00   500603     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::new_allocator()
  0.00      0.70     0.00   500603     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::~new_allocator()
  0.00      0.70     0.00   500603     0.00     0.00  std::allocator<unsigned int>::allocator<std::_List_node<unsigned int> >(std::allocator<std::_List_node<unsigned int> > const&)
  0.00      0.70     0.00   500603     0.00     0.00  std::allocator<unsigned int>::~allocator()
  0.00      0.70     0.00   500053     0.00     0.00  std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_get_Node_allocator() const
  0.00      0.70     0.00   497723     0.00     0.00  unsigned int* std::__addressof<unsigned int>(unsigned int&)
  0.00      0.70     0.00   494854     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::_M_erase(std::_List_iterator<neighbor_t>)
  0.00      0.70     0.00   490298     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::erase(std::_List_iterator<neighbor_t>)
  0.00      0.70     0.00   370710     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<neighbor_t> >::~new_allocator()
  0.00      0.70     0.00   370710     0.00     0.00  std::allocator<std::_List_node<neighbor_t> >::~allocator()
  0.00      0.70     0.00   326176     0.00     0.00  std::list<unsigned int, std::allocator<unsigned int> >::end()
  0.00      0.70     0.00   279761     0.00     0.00  operator==(neighbor_t const&, neighbor_t const&)
  0.00      0.70     0.00   265106     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::end() const
  0.00      0.70     0.00   265106     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::begin() const
  0.00      0.70     0.00   248841     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::deallocate(std::_List_node<unsigned int>*, unsigned long)
  0.00      0.70     0.00   248841     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::allocate(unsigned long, void const*)
  0.00      0.70     0.00   248841     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::destroy(unsigned int*)
  0.00      0.70     0.00   248841     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::max_size() const
  0.00      0.70     0.00   248841     0.00     0.00  std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_get_node()
  0.00      0.70     0.00   248841     0.00     0.00  std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_put_node(std::_List_node<unsigned int>*)
  0.00      0.70     0.00   248841     0.00     0.00  std::list<unsigned int, std::allocator<unsigned int> >::_M_insert(std::_List_iterator<unsigned int>, unsigned int const&)
  0.00      0.70     0.00   245113     0.00     0.00  std::list<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int const&)
  0.00      0.70     0.00   201190     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::begin()
  0.00      0.70     0.00   196110     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<neighbor_t> >::new_allocator()
  0.00      0.70     0.00   196110     0.00     0.00  std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_List_impl::~_List_impl()
  0.00      0.70     0.00   196110     0.00     0.00  std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_M_init()
  0.00      0.70     0.00   196110     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::~list()
  0.00      0.70     0.00   184081     0.00     0.00  std::_List_iterator<unsigned int>::operator*() const
  0.00      0.70     0.00   174600     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<neighbor_t> >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<neighbor_t> > const&)
  0.00      0.70     0.00   174600     0.00     0.00  std::allocator<std::_List_node<neighbor_t> >::allocator(std::allocator<std::_List_node<neighbor_t> > const&)
  0.00      0.70     0.00   174600     0.00     0.00  std::allocator<std::_List_node<neighbor_t> >::allocator<neighbor_t>(std::allocator<neighbor_t> const&)
  0.00      0.70     0.00   174600     0.00     0.00  std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_List_impl::_List_impl(std::allocator<std::_List_node<neighbor_t> > const&)
  0.00      0.70     0.00   174600     0.00     0.00  std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_List_base(std::allocator<neighbor_t> const&)
  0.00      0.70     0.00   172942     0.00     0.00  AdjacencyListGraph::getNbrVertices() const
  0.00      0.70     0.00   144078     0.00     0.00  std::list<unsigned int, std::allocator<unsigned int> >::begin()
  0.00      0.70     0.00   141844     0.00     0.00  std::_List_const_iterator<unsigned int>::_List_const_iterator(std::__detail::_List_node_base const*)
  0.00      0.70     0.00   140083     0.00     0.00  std::_List_iterator<unsigned int>::operator!=(std::_List_iterator<unsigned int> const&) const
  0.00      0.70     0.00   111168     0.00     0.00  std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_M_get_Node_allocator()
  0.00      0.70     0.00   109477     0.00     0.00  std::_List_const_iterator<unsigned int>::operator*() const
  0.00      0.70     0.00    79894     0.00     0.00  AdjacencyListGraph::getSuccessors(unsigned int) const
  0.00      0.70     0.00    78804     0.00     0.00  __gnu_cxx::new_allocator<edge>::construct(edge*, edge const&)
  0.00      0.70     0.00    78804     0.00     0.00  std::vector<edge, std::allocator<edge> >::push_back(edge const&)
  0.00      0.70     0.00    73701     0.00     0.00  std::_List_iterator<unsigned int>::operator++(int)
  0.00      0.70     0.00    70922     0.00     0.00  std::list<unsigned int, std::allocator<unsigned int> >::end() const
  0.00      0.70     0.00    70922     0.00     0.00  std::list<unsigned int, std::allocator<unsigned int> >::begin() const
  0.00      0.70     0.00    69538     0.00     0.00  std::list<unsigned int, std::allocator<unsigned int> >::front()
  0.00      0.70     0.00    66752     0.00     0.00  std::list<unsigned int, std::allocator<unsigned int> >::size() const
  0.00      0.70     0.00    66752     0.00     0.00  std::iterator_traits<std::_List_const_iterator<unsigned int> >::iterator_category std::__iterator_category<std::_List_const_iterator<unsigned int> >(std::_List_const_iterator<unsigned int> const&)
  0.00      0.70     0.00    66752     0.00     0.00  std::iterator_traits<std::_List_const_iterator<unsigned int> >::difference_type std::distance<std::_List_const_iterator<unsigned int> >(std::_List_const_iterator<unsigned int>, std::_List_const_iterator<unsigned int>)
  0.00      0.70     0.00    65524     0.00     0.00  std::list<unsigned int, std::allocator<unsigned int> >::pop_front()
  0.00      0.70     0.00    57650     0.00     0.00  AdjacencyListGraph::getPredecessors(unsigned int) const
  0.00      0.70     0.00    51651     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::size() const
  0.00      0.70     0.00    51651     0.00     0.00  std::iterator_traits<std::_List_const_iterator<neighbor_t> >::difference_type std::__distance<std::_List_const_iterator<neighbor_t> >(std::_List_const_iterator<neighbor_t>, std::_List_const_iterator<neighbor_t>, std::input_iterator_tag)
  0.00      0.70     0.00    51651     0.00     0.00  std::iterator_traits<std::_List_const_iterator<neighbor_t> >::iterator_category std::__iterator_category<std::_List_const_iterator<neighbor_t> >(std::_List_const_iterator<neighbor_t> const&)
  0.00      0.70     0.00    51651     0.00     0.00  std::iterator_traits<std::_List_const_iterator<neighbor_t> >::difference_type std::distance<std::_List_const_iterator<neighbor_t> >(std::_List_const_iterator<neighbor_t>, std::_List_const_iterator<neighbor_t>)
  0.00      0.70     0.00    47228     0.00     0.00  std::vector<edge, std::allocator<edge> >::operator[](unsigned long)
  0.00      0.70     0.00    46978     0.00     0.00  std::list<unsigned int, std::allocator<unsigned int> >::erase(std::_List_iterator<unsigned int>)
  0.00      0.70     0.00    38855     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::erase(std::_List_iterator<neighbor_t>, std::_List_iterator<neighbor_t>)
  0.00      0.70     0.00    37056     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::empty() const
  0.00      0.70     0.00    37056     0.00     0.00  std::__alloc_neq<std::allocator<std::_List_node<neighbor_t> >, true>::_S_do_it(std::allocator<std::_List_node<neighbor_t> > const&, std::allocator<std::_List_node<neighbor_t> > const&)
  0.00      0.70     0.00    37056     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::_M_transfer(std::_List_iterator<neighbor_t>, std::_List_iterator<neighbor_t>, std::_List_iterator<neighbor_t>)
  0.00      0.70     0.00    37056     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::_M_check_equal_allocators(std::list<neighbor_t, std::allocator<neighbor_t> >&)
  0.00      0.70     0.00    37056     0.00     0.00  void std::list<neighbor_t, std::allocator<neighbor_t> >::insert<std::_List_const_iterator<neighbor_t> >(std::_List_iterator<neighbor_t>, std::_List_const_iterator<neighbor_t>, std::_List_const_iterator<neighbor_t>)
  0.00      0.70     0.00    37056     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::splice(std::_List_iterator<neighbor_t>, std::list<neighbor_t, std::allocator<neighbor_t> >&)
  0.00      0.70     0.00    37056     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::list<std::_List_const_iterator<neighbor_t> >(std::_List_const_iterator<neighbor_t>, std::_List_const_iterator<neighbor_t>, std::allocator<neighbor_t> const&)
  0.00      0.70     0.00    23149     0.00     0.00  AdjacencyListGraph::addArc(arc_t const&)
  0.00      0.70     0.00    21510     0.00     0.00  std::allocator<std::_List_node<neighbor_t> >::allocator()
  0.00      0.70     0.00    21510     0.00     0.00  std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_List_impl::_List_impl()
  0.00      0.70     0.00    21510     0.00     0.00  std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_List_base()
  0.00      0.70     0.00    21510     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::list()
  0.00      0.70     0.00    16672     0.00     0.00  AdjacencyListGraph::addArc(unsigned int, unsigned int, int)
  0.00      0.70     0.00    15920     0.00     0.00  randMinMax(unsigned int, unsigned int)
  0.00      0.70     0.00    15009     0.00     0.00  std::_List_iterator<unsigned int>::operator++()
  0.00      0.70     0.00    14349     0.00     0.00  std::_List_iterator<neighbor_t>::_List_iterator()
  0.00      0.70     0.00     8783     0.00     0.00  AdjacencyListGraph::getWeight(unsigned int, unsigned int) const
  0.00      0.70     0.00     7612     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::~new_allocator()
  0.00      0.70     0.00     7612     0.00     0.00  std::allocator<std::_List_node<unsigned int> >::~allocator()
  0.00      0.70     0.00     5293     0.00     0.00  std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_init()
