Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00    7738/15476       std::list<neighbor_t, std::allocator<neighbor_t> >::begin() const [56]
                0.00    0.00    7738/15476       std::list<neighbor_t, std::allocator<neighbor_t> >::end() const [55]
[36]     0.0    0.00    0.00   15476         std::_List_const_iterator<neighbor_t>::_List_const_iterator(std::__detail::_List_node_base const*) [36]
-----------------------------------------------
                0.00    0.00     428/15067       std::list<unsigned int, std::allocator<unsigned int> >::operator=(std::list<unsigned int, std::allocator<unsigned int> > const&) [151]
                0.00    0.00    2324/15067       void std::list<unsigned int, std::allocator<unsigned int> >::_M_initialize_dispatch<std::_List_const_iterator<unsigned int> >(std::_List_const_iterator<unsigned int>, std::_List_const_iterator<unsigned int>, std::__false_type) [139]
                0.00    0.00   12315/15067       std::iterator_traits<std::_List_const_iterator<unsigned int> >::difference_type std::__distance<std::_List_const_iterator<unsigned int> >(std::_List_const_iterator<unsigned int>, std::_List_const_iterator<unsigned int>, std::input_iterator_tag) [100]
[37]     0.0    0.00    0.00   15067         std::_List_const_iterator<unsigned int>::operator++() [37]
-----------------------------------------------
                0.00    0.00     771/13400       std::list<unsigned int, std::allocator<unsigned int> >::erase(std::_List_iterator<unsigned int>) [128]
                0.00    0.00    4111/13400       std::list<unsigned int, std::allocator<unsigned int> >::begin() [81]
                0.00    0.00    8518/13400       std::list<unsigned int, std::allocator<unsigned int> >::end() [48]
[38]     0.0    0.00    0.00   13400         std::_List_iterator<unsigned int>::_List_iterator(std::__detail::_List_node_base*) [38]
-----------------------------------------------
                0.00    0.00   13350/13350       std::allocator<std::_List_node<neighbor_t> >::~allocator() [40]
[39]     0.0    0.00    0.00   13350         __gnu_cxx::new_allocator<std::_List_node<neighbor_t> >::~new_allocator() [39]
-----------------------------------------------
                0.00    0.00    5568/13350       std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_List_base(std::allocator<neighbor_t> const&) [73]
                0.00    0.00    7782/13350       std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_List_impl::~_List_impl() [50]
[40]     0.0    0.00    0.00   13350         std::allocator<std::_List_node<neighbor_t> >::~allocator() [40]
                0.00    0.00   13350/13350       __gnu_cxx::new_allocator<std::_List_node<neighbor_t> >::~new_allocator() [39]
-----------------------------------------------
                0.00    0.00   12165/12165       std::allocator<unsigned int>::allocator<std::_List_node<unsigned int> >(std::allocator<std::_List_node<unsigned int> > const&) [43]
[41]     0.0    0.00    0.00   12165         __gnu_cxx::new_allocator<unsigned int>::new_allocator() [41]
-----------------------------------------------
                0.00    0.00   12165/12165       std::allocator<unsigned int>::~allocator() [44]
[42]     0.0    0.00    0.00   12165         __gnu_cxx::new_allocator<unsigned int>::~new_allocator() [42]
-----------------------------------------------
                0.00    0.00     103/12165       void std::list<unsigned int, std::allocator<unsigned int> >::insert<std::_List_const_iterator<unsigned int> >(std::_List_iterator<unsigned int>, std::_List_const_iterator<unsigned int>, std::_List_const_iterator<unsigned int>) [170]
                0.00    0.00     358/12165       std::list<unsigned int, std::allocator<unsigned int> >::list(std::list<unsigned int, std::allocator<unsigned int> > const&) [142]
                0.00    0.00   11704/12165       std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() const [47]
[43]     0.0    0.00    0.00   12165         std::allocator<unsigned int>::allocator<std::_List_node<unsigned int> >(std::allocator<std::_List_node<unsigned int> > const&) [43]
                0.00    0.00   12165/12165       __gnu_cxx::new_allocator<unsigned int>::new_allocator() [41]
-----------------------------------------------
                0.00    0.00     103/12165       void std::list<unsigned int, std::allocator<unsigned int> >::insert<std::_List_const_iterator<unsigned int> >(std::_List_iterator<unsigned int>, std::_List_const_iterator<unsigned int>, std::_List_const_iterator<unsigned int>) [170]
                0.00    0.00     358/12165       std::list<unsigned int, std::allocator<unsigned int> >::list(std::list<unsigned int, std::allocator<unsigned int> > const&) [142]
                0.00    0.00    1920/12165       std::list<unsigned int, std::allocator<unsigned int> >::_M_erase(std::_List_iterator<unsigned int>) [96]
                0.00    0.00    3932/12165       std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_clear() [123]
                0.00    0.00    5852/12165       std::list<unsigned int, std::allocator<unsigned int> >::_M_create_node(unsigned int const&) [67]
[44]     0.0    0.00    0.00   12165         std::allocator<unsigned int>::~allocator() [44]
                0.00    0.00   12165/12165       __gnu_cxx::new_allocator<unsigned int>::~new_allocator() [42]
-----------------------------------------------
                0.00    0.00     358/12062       std::list<unsigned int, std::allocator<unsigned int> >::list(std::list<unsigned int, std::allocator<unsigned int> > const&) [142]
                0.00    0.00   11704/12062       std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() const [47]
[45]     0.0    0.00    0.00   12062         std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_get_Node_allocator() const [45]
-----------------------------------------------
                0.00    0.00       5/11709       std::list<unsigned int, std::allocator<unsigned int> >::remove(unsigned int const&) [222]
                0.00    0.00    1920/11709       std::list<unsigned int, std::allocator<unsigned int> >::_M_erase(std::_List_iterator<unsigned int>) [96]
                0.00    0.00    3932/11709       std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_clear() [123]
                0.00    0.00    5852/11709       std::list<unsigned int, std::allocator<unsigned int> >::_M_create_node(unsigned int const&) [67]
[46]     0.0    0.00    0.00   11709         unsigned int* std::__addressof<unsigned int>(unsigned int&) [46]
-----------------------------------------------
                0.00    0.00    1920/11704       std::list<unsigned int, std::allocator<unsigned int> >::_M_erase(std::_List_iterator<unsigned int>) [96]
                0.00    0.00    3932/11704       std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_clear() [123]
                0.00    0.00    5852/11704       std::list<unsigned int, std::allocator<unsigned int> >::_M_create_node(unsigned int const&) [67]
[47]     0.0    0.00    0.00   11704         std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() const [47]
                0.00    0.00   11704/12062       std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_get_Node_allocator() const [45]
                0.00    0.00   11704/12165       std::allocator<unsigned int>::allocator<std::_List_node<unsigned int> >(std::allocator<std::_List_node<unsigned int> > const&) [43]
-----------------------------------------------
                0.00    0.00       5/8518        std::list<unsigned int, std::allocator<unsigned int> >::remove(unsigned int const&) [222]
                0.00    0.00     103/8518        std::list<unsigned int, std::allocator<unsigned int> >::splice(std::_List_iterator<unsigned int>, std::list<unsigned int, std::allocator<unsigned int> >&) [171]
                0.00    0.00     256/8518        updateResidualNetwork(AbstractGraph&, std::list<unsigned int, std::allocator<unsigned int> >, unsigned int) [180]
                0.00    0.00     256/8518        lightestArc(AbstractGraph&, std::list<unsigned int, std::allocator<unsigned int> >) [179]
                0.00    0.00     275/8518        std::list<unsigned int, std::allocator<unsigned int> >::operator=(std::list<unsigned int, std::allocator<unsigned int> > const&) [151]
                0.00    0.00     924/8518        generateLevelGraph(AbstractGraph const&, unsigned int, unsigned int) [212]
                0.00    0.00    1346/8518        blockingFlow(LevelGraph&, unsigned int, unsigned int) [215]
                0.00    0.00    5353/8518        std::list<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int const&) [75]
[48]     0.0    0.00    0.00    8518         std::list<unsigned int, std::allocator<unsigned int> >::end() [48]
                0.00    0.00    8518/13400       std::_List_iterator<unsigned int>::_List_iterator(std::__detail::_List_node_base*) [38]
-----------------------------------------------
                0.00    0.00    2214/7782        std::allocator<std::_List_node<neighbor_t> >::allocator() [86]
                0.00    0.00    5568/7782        std::allocator<std::_List_node<neighbor_t> >::allocator<neighbor_t>(std::allocator<neighbor_t> const&) [71]
[49]     0.0    0.00    0.00    7782         __gnu_cxx::new_allocator<std::_List_node<neighbor_t> >::new_allocator() [49]
-----------------------------------------------
                0.00    0.00    7782/7782        std::_List_base<neighbor_t, std::allocator<neighbor_t> >::~_List_base() [53]
[50]     0.0    0.00    0.00    7782         std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_List_impl::~_List_impl() [50]
                0.00    0.00    7782/13350       std::allocator<std::_List_node<neighbor_t> >::~allocator() [40]
-----------------------------------------------
                0.00    0.00    2214/7782        std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_List_base() [88]
                0.00    0.00    5568/7782        std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_List_base(std::allocator<neighbor_t> const&) [73]
[51]     0.0    0.00    0.00    7782         std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_M_init() [51]
-----------------------------------------------
                0.00    0.00    7782/7782        std::_List_base<neighbor_t, std::allocator<neighbor_t> >::~_List_base() [53]
[52]     0.0    0.00    0.00    7782         std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_M_clear() [52]
                0.00    0.00   58030/175116      neighbor_t* std::__addressof<neighbor_t>(neighbor_t&) [6]
                0.00    0.00   58030/126504      std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_M_get_Tp_allocator() const [12]
                0.00    0.00   58030/63252       __gnu_cxx::new_allocator<neighbor_t>::destroy(neighbor_t*) [21]
                0.00    0.00   58030/132072      std::allocator<neighbor_t>::~allocator() [10]
                0.00    0.00   58030/63252       std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_M_put_node(std::_List_node<neighbor_t>*) [27]
-----------------------------------------------
                0.00    0.00    7782/7782        std::list<neighbor_t, std::allocator<neighbor_t> >::~list() [54]
[53]     0.0    0.00    0.00    7782         std::_List_base<neighbor_t, std::allocator<neighbor_t> >::~_List_base() [53]
                0.00    0.00    7782/7782        std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_M_clear() [52]
                0.00    0.00    7782/7782        std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_List_impl::~_List_impl() [50]
-----------------------------------------------
                0.00    0.00     168/7782        updateResidualNetwork(AbstractGraph&, AbstractGraph&) [216]
                0.00    0.00     472/7782        generateLevelGraph(AbstractGraph const&, unsigned int, unsigned int) [212]
                0.00    0.00     906/7782        leastFirst(AbstractGraph&, unsigned int, unsigned int) [177]
                0.00    0.00     960/7782        AdjacencyListGraph::_construct(AbstractGraph const&) [210]
                0.00    0.00    1028/7782        void std::list<neighbor_t, std::allocator<neighbor_t> >::insert<std::_List_const_iterator<neighbor_t> >(std::_List_iterator<neighbor_t>, std::_List_const_iterator<neighbor_t>, std::_List_const_iterator<neighbor_t>) [114]
                0.00    0.00    1178/7782        AdjacencyListGraph::getWeight(unsigned int, unsigned int) const [106]
                0.00    0.00    1270/7782        blockingFlow(LevelGraph&, unsigned int, unsigned int) [215]
                0.00    0.00    1800/7782        AdjacencyListGraph::_clear() [192]
[54]     0.0    0.00    0.00    7782         std::list<neighbor_t, std::allocator<neighbor_t> >::~list() [54]
                0.00    0.00    7782/7782        std::_List_base<neighbor_t, std::allocator<neighbor_t> >::~_List_base() [53]
-----------------------------------------------
                0.00    0.00    1018/7738        std::list<neighbor_t, std::allocator<neighbor_t> >::size() const [117]
                0.00    0.00    2180/7738        std::list<neighbor_t, std::allocator<neighbor_t> >::operator=(std::list<neighbor_t, std::allocator<neighbor_t> > const&) [91]
                0.00    0.00    4540/7738        std::list<neighbor_t, std::allocator<neighbor_t> >::list(std::list<neighbor_t, std::allocator<neighbor_t> > const&) [78]
[55]     0.0    0.00    0.00    7738         std::list<neighbor_t, std::allocator<neighbor_t> >::end() const [55]
                0.00    0.00    7738/15476       std::_List_const_iterator<neighbor_t>::_List_const_iterator(std::__detail::_List_node_base const*) [36]
-----------------------------------------------
                0.00    0.00    1018/7738        std::list<neighbor_t, std::allocator<neighbor_t> >::size() const [117]
                0.00    0.00    2180/7738        std::list<neighbor_t, std::allocator<neighbor_t> >::operator=(std::list<neighbor_t, std::allocator<neighbor_t> > const&) [91]
                0.00    0.00    4540/7738        std::list<neighbor_t, std::allocator<neighbor_t> >::list(std::list<neighbor_t, std::allocator<neighbor_t> > const&) [78]
[56]     0.0    0.00    0.00    7738         std::list<neighbor_t, std::allocator<neighbor_t> >::begin() const [56]
                0.00    0.00    7738/15476       std::_List_const_iterator<neighbor_t>::_List_const_iterator(std::__detail::_List_node_base const*) [36]
-----------------------------------------------
                0.00    0.00      13/7329        blockingFlow(LevelGraph&, unsigned int, unsigned int) [215]
                0.00    0.00     160/7329        updateResidualNetwork(AbstractGraph&, AbstractGraph&) [216]
                0.00    0.00     164/7329        std::list<neighbor_t, std::allocator<neighbor_t> >::front() [158]
                0.00    0.00     170/7329        AdjacencyListGraph::rmArc(unsigned int, unsigned int) [176]
                0.00    0.00     317/7329        generateLevelGraph(AbstractGraph const&, unsigned int, unsigned int) [212]
                0.00    0.00     326/7329        std::list<neighbor_t, std::allocator<neighbor_t> >::remove(neighbor_t const&) [147]
                0.00    0.00     424/7329        AdjacencyListGraph::increaseWeight(unsigned int, unsigned int, int) [155]
                0.00    0.00     542/7329        AdjacencyListGraph::updateArc(arc_t const&) [152]
                0.00    0.00     827/7329        leastFirst(AbstractGraph&, unsigned int, unsigned int) [177]
                0.00    0.00    1028/7329        std::list<neighbor_t, std::allocator<neighbor_t> >::splice(std::_List_iterator<neighbor_t>, std::list<neighbor_t, std::allocator<neighbor_t> >&) [115]
                0.00    0.00    1178/7329        AdjacencyListGraph::getWeight(unsigned int, unsigned int) const [106]
                0.00    0.00    2180/7329        std::list<neighbor_t, std::allocator<neighbor_t> >::operator=(std::list<neighbor_t, std::allocator<neighbor_t> > const&) [91]
[57]     0.0    0.00    0.00    7329         std::list<neighbor_t, std::allocator<neighbor_t> >::begin() [57]
                0.00    0.00    7329/123161      std::_List_iterator<neighbor_t>::_List_iterator(std::__detail::_List_node_base*) [13]
-----------------------------------------------
                0.00    0.00    6795/6795        std::list<neighbor_t, std::allocator<neighbor_t> >::remove(neighbor_t const&) [147]
[58]     0.0    0.00    0.00    6795         operator==(neighbor_t const&, neighbor_t const&) [58]
-----------------------------------------------
                0.00    0.00      69/6177        std::list<unsigned int, std::allocator<unsigned int> >::remove(unsigned int const&) [222]
                0.00    0.00     256/6177        updateResidualNetwork(AbstractGraph&, std::list<unsigned int, std::allocator<unsigned int> >, unsigned int) [180]
                0.00    0.00     331/6177        lightestArc(AbstractGraph&, std::list<unsigned int, std::allocator<unsigned int> >) [179]
                0.00    0.00     428/6177        std::list<unsigned int, std::allocator<unsigned int> >::operator=(std::list<unsigned int, std::allocator<unsigned int> > const&) [151]
                0.00    0.00    1205/6177        blockingFlow(LevelGraph&, unsigned int, unsigned int) [215]
                0.00    0.00    1664/6177        std::list<unsigned int, std::allocator<unsigned int> >::front() [97]
                0.00    0.00    2224/6177        generateLevelGraph(AbstractGraph const&, unsigned int, unsigned int) [212]
[59]     0.0    0.00    0.00    6177         std::_List_iterator<unsigned int>::operator*() const [59]
-----------------------------------------------
                0.00    0.00    5852/5852        std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_put_node(std::_List_node<unsigned int>*) [66]
[60]     0.0    0.00    0.00    5852         __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::deallocate(std::_List_node<unsigned int>*, unsigned long) [60]
-----------------------------------------------
                0.00    0.00    5852/5852        std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_get_node() [65]
[61]     0.0    0.00    0.00    5852         __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::allocate(unsigned long, void const*) [61]
                0.00    0.00    5852/5852        __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::max_size() const [64]
-----------------------------------------------
                0.00    0.00    1920/5852        std::list<unsigned int, std::allocator<unsigned int> >::_M_erase(std::_List_iterator<unsigned int>) [96]
                0.00    0.00    3932/5852        std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_clear() [123]
[62]     0.0    0.00    0.00    5852         __gnu_cxx::new_allocator<unsigned int>::destroy(unsigned int*) [62]
-----------------------------------------------
                0.00    0.00    5852/5852        std::list<unsigned int, std::allocator<unsigned int> >::_M_create_node(unsigned int const&) [67]
[63]     0.0    0.00    0.00    5852         __gnu_cxx::new_allocator<unsigned int>::construct(unsigned int*, unsigned int const&) [63]
                0.00    0.00    5852/69788       operator new(unsigned long, void*) [19]
-----------------------------------------------
                0.00    0.00    5852/5852        __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::allocate(unsigned long, void const*) [61]
[64]     0.0    0.00    0.00    5852         __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::max_size() const [64]
-----------------------------------------------
                0.00    0.00    5852/5852        std::list<unsigned int, std::allocator<unsigned int> >::_M_create_node(unsigned int const&) [67]
[65]     0.0    0.00    0.00    5852         std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_get_node() [65]
                0.00    0.00    5852/5852        __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::allocate(unsigned long, void const*) [61]
-----------------------------------------------
                0.00    0.00    1920/5852        std::list<unsigned int, std::allocator<unsigned int> >::_M_erase(std::_List_iterator<unsigned int>) [96]
                0.00    0.00    3932/5852        std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_clear() [123]
[66]     0.0    0.00    0.00    5852         std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_put_node(std::_List_node<unsigned int>*) [66]
                0.00    0.00    5852/5852        __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::deallocate(std::_List_node<unsigned int>*, unsigned long) [60]
-----------------------------------------------
                0.00    0.00    5852/5852        std::list<unsigned int, std::allocator<unsigned int> >::_M_insert(std::_List_iterator<unsigned int>, unsigned int const&) [68]
[67]     0.0    0.00    0.00    5852         std::list<unsigned int, std::allocator<unsigned int> >::_M_create_node(unsigned int const&) [67]
                0.00    0.00    5852/5852        std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_get_node() [65]
                0.00    0.00    5852/11709       unsigned int* std::__addressof<unsigned int>(unsigned int&) [46]
                0.00    0.00    5852/11704       std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() const [47]
                0.00    0.00    5852/5852        __gnu_cxx::new_allocator<unsigned int>::construct(unsigned int*, unsigned int const&) [63]
                0.00    0.00    5852/12165       std::allocator<unsigned int>::~allocator() [44]
-----------------------------------------------
                0.00    0.00     499/5852        std::list<unsigned int, std::allocator<unsigned int> >::push_front(unsigned int const&) [133]
                0.00    0.00    5353/5852        std::list<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int const&) [75]
[68]     0.0    0.00    0.00    5852         std::list<unsigned int, std::allocator<unsigned int> >::_M_insert(std::_List_iterator<unsigned int>, unsigned int const&) [68]
                0.00    0.00    5852/5852        std::list<unsigned int, std::allocator<unsigned int> >::_M_create_node(unsigned int const&) [67]
-----------------------------------------------
                0.00    0.00    5568/5568        std::allocator<std::_List_node<neighbor_t> >::allocator(std::allocator<std::_List_node<neighbor_t> > const&) [70]
[69]     0.0    0.00    0.00    5568         __gnu_cxx::new_allocator<std::_List_node<neighbor_t> >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<neighbor_t> > const&) [69]
-----------------------------------------------
                0.00    0.00    5568/5568        std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_List_impl::_List_impl(std::allocator<std::_List_node<neighbor_t> > const&) [72]
[70]     0.0    0.00    0.00    5568         std::allocator<std::_List_node<neighbor_t> >::allocator(std::allocator<std::_List_node<neighbor_t> > const&) [70]
                0.00    0.00    5568/5568        __gnu_cxx::new_allocator<std::_List_node<neighbor_t> >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<neighbor_t> > const&) [69]
-----------------------------------------------
                0.00    0.00    5568/5568        std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_List_base(std::allocator<neighbor_t> const&) [73]
[71]     0.0    0.00    0.00    5568         std::allocator<std::_List_node<neighbor_t> >::allocator<neighbor_t>(std::allocator<neighbor_t> const&) [71]
                0.00    0.00    5568/7782        __gnu_cxx::new_allocator<std::_List_node<neighbor_t> >::new_allocator() [49]
-----------------------------------------------
                0.00    0.00    5568/5568        std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_List_base(std::allocator<neighbor_t> const&) [73]
[72]     0.0    0.00    0.00    5568         std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_List_impl::_List_impl(std::allocator<std::_List_node<neighbor_t> > const&) [72]
                0.00    0.00    5568/5568        std::allocator<std::_List_node<neighbor_t> >::allocator(std::allocator<std::_List_node<neighbor_t> > const&) [70]
-----------------------------------------------
                0.00    0.00    1028/5568        std::list<neighbor_t, std::allocator<neighbor_t> >::list<std::_List_const_iterator<neighbor_t> >(std::_List_const_iterator<neighbor_t>, std::_List_const_iterator<neighbor_t>, std::allocator<neighbor_t> const&) [116]
                0.00    0.00    4540/5568        std::list<neighbor_t, std::allocator<neighbor_t> >::list(std::list<neighbor_t, std::allocator<neighbor_t> > const&) [78]
[73]     0.0    0.00    0.00    5568         std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_List_base(std::allocator<neighbor_t> const&) [73]
                0.00    0.00    5568/5568        std::allocator<std::_List_node<neighbor_t> >::allocator<neighbor_t>(std::allocator<neighbor_t> const&) [71]
                0.00    0.00    5568/13350       std::allocator<std::_List_node<neighbor_t> >::~allocator() [40]
                0.00    0.00    5568/5568        std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_List_impl::_List_impl(std::allocator<std::_List_node<neighbor_t> > const&) [72]
                0.00    0.00    5568/7782        std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_M_init() [51]
-----------------------------------------------
                0.00    0.00    1028/5568        std::list<neighbor_t, std::allocator<neighbor_t> >::list<std::_List_const_iterator<neighbor_t> >(std::_List_const_iterator<neighbor_t>, std::_List_const_iterator<neighbor_t>, std::allocator<neighbor_t> const&) [116]
                0.00    0.00    4540/5568        std::list<neighbor_t, std::allocator<neighbor_t> >::list(std::list<neighbor_t, std::allocator<neighbor_t> > const&) [78]
[74]     0.0    0.00    0.00    5568         void std::list<neighbor_t, std::allocator<neighbor_t> >::_M_initialize_dispatch<std::_List_const_iterator<neighbor_t> >(std::_List_const_iterator<neighbor_t>, std::_List_const_iterator<neighbor_t>, std::__false_type) [74]
                0.00    0.00   65639/82902       std::_List_const_iterator<neighbor_t>::operator!=(std::_List_const_iterator<neighbor_t> const&) const [15]
                0.00    0.00   60071/71764       std::_List_const_iterator<neighbor_t>::operator*() const [17]
                0.00    0.00   60071/63252       std::list<neighbor_t, std::allocator<neighbor_t> >::push_back(neighbor_t const&) [30]
                0.00    0.00   60071/75796       std::_List_const_iterator<neighbor_t>::operator++() [16]
-----------------------------------------------
                0.00    0.00      75/5353        blockingFlow(LevelGraph&, unsigned int, unsigned int) [215]
                0.00    0.00      97/5353        LevelGraph::addVertexToLevel(unsigned int, unsigned int) [173]
                0.00    0.00    1294/5353        generateLevelGraph(AbstractGraph const&, unsigned int, unsigned int) [212]
                0.00    0.00    1563/5353        leastFirst(AbstractGraph&, unsigned int, unsigned int) [177]
                0.00    0.00    2324/5353        void std::list<unsigned int, std::allocator<unsigned int> >::_M_initialize_dispatch<std::_List_const_iterator<unsigned int> >(std::_List_const_iterator<unsigned int>, std::_List_const_iterator<unsigned int>, std::__false_type) [139]
[75]     0.0    0.00    0.00    5353         std::list<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int const&) [75]
                0.00    0.00    5353/8518        std::list<unsigned int, std::allocator<unsigned int> >::end() [48]
                0.00    0.00    5353/5852        std::list<unsigned int, std::allocator<unsigned int> >::_M_insert(std::_List_iterator<unsigned int>, unsigned int const&) [68]
-----------------------------------------------
                0.00    0.00       4/5293        flowNetworkGenerator(AbstractGraph&, float, unsigned int, unsigned int) [225]
                0.00    0.00       8/5293        blockingFlow(LevelGraph&, unsigned int, unsigned int) [215]
                0.00    0.00     168/5293        updateResidualNetwork(AbstractGraph&, AbstractGraph&) [216]
                0.00    0.00     528/5293        AdjacencyListGraph::_construct(AbstractGraph const&) [210]
                0.00    0.00     552/5293        generateLevelGraph(AbstractGraph const&, unsigned int, unsigned int) [212]
                0.00    0.00    1817/5293        leastFirst(AbstractGraph&, unsigned int, unsigned int) [177]
                0.00    0.00    2216/5293        AdjacencyListGraph::addArc(arc_t const&) [109]
[76]     0.0    0.00    0.00    5293         AdjacencyListGraph::getNbrVertices() const [76]
-----------------------------------------------
                0.00    0.00     770/5222        std::list<neighbor_t, std::allocator<neighbor_t> >::remove(neighbor_t const&) [147]
                0.00    0.00    4452/5222        std::list<neighbor_t, std::allocator<neighbor_t> >::erase(std::_List_iterator<neighbor_t>) [80]
[77]     0.0    0.00    0.00    5222         std::list<neighbor_t, std::allocator<neighbor_t> >::_M_erase(std::_List_iterator<neighbor_t>) [77]
                0.00    0.00    5222/175116      neighbor_t* std::__addressof<neighbor_t>(neighbor_t&) [6]
                0.00    0.00    5222/126504      std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_M_get_Tp_allocator() const [12]
                0.00    0.00    5222/132072      std::allocator<neighbor_t>::~allocator() [10]
                0.00    0.00    5222/63252       __gnu_cxx::new_allocator<neighbor_t>::destroy(neighbor_t*) [21]
                0.00    0.00    5222/63252       std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_M_put_node(std::_List_node<neighbor_t>*) [27]
-----------------------------------------------
                0.00    0.00    1662/4540        AdjacencyListGraph::getPredecessors(unsigned int) const [98]
                0.00    0.00    2878/4540        AdjacencyListGraph::getSuccessors(unsigned int) const [84]
[78]     0.0    0.00    0.00    4540         std::list<neighbor_t, std::allocator<neighbor_t> >::list(std::list<neighbor_t, std::allocator<neighbor_t> > const&) [78]
                0.00    0.00    4540/131044      std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_M_get_Node_allocator() const [11]
                0.00    0.00    4540/132072      std::allocator<neighbor_t>::allocator<std::_List_node<neighbor_t> >(std::allocator<std::_List_node<neighbor_t> > const&) [9]
                0.00    0.00    4540/132072      std::allocator<neighbor_t>::~allocator() [10]
                0.00    0.00    4540/5568        std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_List_base(std::allocator<neighbor_t> const&) [73]
                0.00    0.00    4540/7738        std::list<neighbor_t, std::allocator<neighbor_t> >::end() const [55]
                0.00    0.00    4540/7738        std::list<neighbor_t, std::allocator<neighbor_t> >::begin() const [56]
                0.00    0.00    4540/5568        void std::list<neighbor_t, std::allocator<neighbor_t> >::_M_initialize_dispatch<std::_List_const_iterator<neighbor_t> >(std::_List_const_iterator<neighbor_t>, std::_List_const_iterator<neighbor_t>, std::__false_type) [74]
-----------------------------------------------
                0.00    0.00      74/4502        std::list<unsigned int, std::allocator<unsigned int> >::remove(unsigned int const&) [222]
                0.00    0.00     256/4502        updateResidualNetwork(AbstractGraph&, std::list<unsigned int, std::allocator<unsigned int> >, unsigned int) [180]
                0.00    0.00     256/4502        lightestArc(AbstractGraph&, std::list<unsigned int, std::allocator<unsigned int> >) [179]
                0.00    0.00     703/4502        std::list<unsigned int, std::allocator<unsigned int> >::operator=(std::list<unsigned int, std::allocator<unsigned int> > const&) [151]
                0.00    0.00     924/4502        generateLevelGraph(AbstractGraph const&, unsigned int, unsigned int) [212]
                0.00    0.00     943/4502        std::list<unsigned int, std::allocator<unsigned int> >::erase(std::_List_iterator<unsigned int>, std::_List_iterator<unsigned int>) [157]
                0.00    0.00    1346/4502        blockingFlow(LevelGraph&, unsigned int, unsigned int) [215]
[79]     0.0    0.00    0.00    4502         std::_List_iterator<unsigned int>::operator!=(std::_List_iterator<unsigned int> const&) const [79]
-----------------------------------------------
                0.00    0.00     170/4452        AdjacencyListGraph::rmArc(unsigned int, unsigned int) [176]
                0.00    0.00    4282/4452        std::list<neighbor_t, std::allocator<neighbor_t> >::erase(std::_List_iterator<neighbor_t>, std::_List_iterator<neighbor_t>) [107]
[80]     0.0    0.00    0.00    4452         std::list<neighbor_t, std::allocator<neighbor_t> >::erase(std::_List_iterator<neighbor_t>) [80]
