Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  9.53      0.02     0.02  2812388     0.00     0.00  std::allocator<neighbor_t>::~allocator()
  9.53      0.04     0.02  1386763     0.00     0.00  std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_M_put_node(std::_List_node<neighbor_t>*)
  7.14      0.06     0.02  3924508     0.00     0.00  neighbor_t* std::__addressof<neighbor_t>(neighbor_t&)
  4.76      0.07     0.01  2812388     0.00     0.00  __gnu_cxx::new_allocator<neighbor_t>::~new_allocator()
  4.76      0.08     0.01  2812388     0.00     0.00  std::allocator<neighbor_t>::allocator<std::_List_node<neighbor_t> >(std::allocator<std::_List_node<neighbor_t> > const&)
  4.76      0.09     0.01  2773526     0.00     0.00  std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_M_get_Tp_allocator() const
  4.76      0.10     0.01  2533972     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::end()
  4.76      0.11     0.01  1894958     0.00     0.00  std::_List_const_iterator<neighbor_t>::operator!=(std::_List_const_iterator<neighbor_t> const&) const
  4.76      0.12     0.01  1386763     0.00     0.00  __gnu_cxx::new_allocator<neighbor_t>::construct(neighbor_t*, neighbor_t const&)
  4.76      0.13     0.01  1386763     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<neighbor_t> >::deallocate(std::_List_node<neighbor_t>*, unsigned long)
  4.76      0.14     0.01  1386763     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<neighbor_t> >::max_size() const
  4.76      0.15     0.01  1386763     0.00     0.00  std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_M_get_node()
  4.76      0.16     0.01  1386763     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::_M_insert(std::_List_iterator<neighbor_t>, neighbor_t const&)
  4.76      0.17     0.01  1104292     0.00     0.00  std::_List_iterator<neighbor_t>::operator++(int)
  4.76      0.18     0.01   139021     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::_M_erase(std::_List_iterator<neighbor_t>)
  4.76      0.19     0.01    46666     0.00     0.00  std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_M_clear()
  4.76      0.20     0.01      297     0.03     0.28  leastFirst(AbstractGraph&, unsigned int, unsigned int)
  2.38      0.20     0.01  1386763     0.00     0.00  neighbor_t::~neighbor_t()
  2.38      0.21     0.01     4208     0.00     0.00  neighbor_t const* std::__addressof<neighbor_t const>(neighbor_t const&)
  2.38      0.21     0.01       28     0.18     0.96  AdjacencyListGraph::_construct(AbstractGraph const&)
  0.00      0.21     0.00  2812388     0.00     0.00  __gnu_cxx::new_allocator<neighbor_t>::new_allocator()
  0.00      0.21     0.00  2805510     0.00     0.00  std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_M_get_Node_allocator() const
  0.00      0.21     0.00  2712327     0.00     0.00  std::_List_iterator<neighbor_t>::_List_iterator(std::__detail::_List_node_base*)
  0.00      0.21     0.00  1838411     0.00     0.00  std::_List_const_iterator<neighbor_t>::operator++()
  0.00      0.21     0.00  1753841     0.00     0.00  std::_List_iterator<neighbor_t>::operator!=(std::_List_iterator<neighbor_t> const&) const
  0.00      0.21     0.00  1728980     0.00     0.00  std::_List_const_iterator<neighbor_t>::operator*() const
  0.00      0.21     0.00  1449100     0.00     0.00  operator new(unsigned long, void*)
  0.00      0.21     0.00  1386763     0.00     0.00  __gnu_cxx::new_allocator<neighbor_t>::destroy(neighbor_t*)
  0.00      0.21     0.00  1386763     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<neighbor_t> >::allocate(unsigned long, void const*)
  0.00      0.21     0.00  1386763     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::_M_create_node(neighbor_t const&)
  0.00      0.21     0.00  1386763     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::push_back(neighbor_t const&)
  0.00      0.21     0.00  1146774     0.00     0.00  std::_List_iterator<neighbor_t>::operator->() const
  0.00      0.21     0.00   475527     0.00     0.00  std::_List_iterator<neighbor_t>::operator*() const
  0.00      0.21     0.00   470694     0.00     0.00  std::_List_iterator<neighbor_t>::operator++()
  0.00      0.21     0.00   433509     0.00     0.00  std::_List_const_iterator<unsigned int>::operator!=(std::_List_const_iterator<unsigned int> const&) const
  0.00      0.21     0.00   420143     0.00     0.00  std::_List_const_iterator<unsigned int>::operator++()
  0.00      0.21     0.00   134813     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::erase(std::_List_iterator<neighbor_t>)
  0.00      0.21     0.00   117774     0.00     0.00  std::_List_const_iterator<neighbor_t>::_List_const_iterator(std::__detail::_List_node_base const*)
  0.00      0.21     0.00   117318     0.00     0.00  std::_List_iterator<unsigned int>::_List_iterator(std::__detail::_List_node_base*)
  0.00      0.21     0.00   112566     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::new_allocator()
  0.00      0.21     0.00   112566     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::~new_allocator()
  0.00      0.21     0.00   112566     0.00     0.00  std::allocator<unsigned int>::allocator<std::_List_node<unsigned int> >(std::allocator<std::_List_node<unsigned int> > const&)
  0.00      0.21     0.00   112566     0.00     0.00  std::allocator<unsigned int>::~allocator()
  0.00      0.21     0.00   112249     0.00     0.00  std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_get_Node_allocator() const
  0.00      0.21     0.00   110995     0.00     0.00  unsigned int* std::__addressof<unsigned int>(unsigned int&)
  0.00      0.21     0.00   110986     0.00     0.00  std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() const
  0.00      0.21     0.00   105141     0.00     0.00  operator==(neighbor_t const&, neighbor_t const&)
  0.00      0.21     0.00    85528     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<neighbor_t> >::~new_allocator()
  0.00      0.21     0.00    85528     0.00     0.00  std::allocator<std::_List_node<neighbor_t> >::~allocator()
  0.00      0.21     0.00    77668     0.00     0.00  std::list<unsigned int, std::allocator<unsigned int> >::end()
  0.00      0.21     0.00    58887     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::end() const
  0.00      0.21     0.00    58887     0.00     0.00  std::list<neighbor_t, std::allocator<neighbor_t> >::begin() const
  0.00      0.21     0.00    55493     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::deallocate(std::_List_node<unsigned int>*, unsigned long)
  0.00      0.21     0.00    55493     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::allocate(unsigned long, void const*)
  0.00      0.21     0.00    55493     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::destroy(unsigned int*)
  0.00      0.21     0.00    55493     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::construct(unsigned int*, unsigned int const&)
  0.00      0.21     0.00    55493     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::max_size() const
  0.00      0.21     0.00    55493     0.00     0.00  std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_get_node()
  0.00      0.21     0.00    55493     0.00     0.00  std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_put_node(std::_List_node<unsigned int>*)
  0.00      0.21     0.00    55493     0.00     0.00  std::list<unsigned int, std::allocator<unsigned int> >::_M_create_node(unsigned int const&)
  0.00      0.21     0.00    55493     0.00     0.00  std::list<unsigned int, std::allocator<unsigned int> >::_M_insert(std::_List_iterator<unsigned int>, unsigned int const&)
  0.00      0.21     0.00    53571     0.00     0.00  std::list<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int const&)
  0.00      0.21     0.00    46666     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<neighbor_t> >::new_allocator()
  0.00      0.21     0.00    46666     0.00     0.00  std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_List_impl::~_List_impl()
  0.00      0.21     0.00    46666     0.00     0.00  std::_List_base<neighbor_t, std::allocator<neighbor_t> >::_M_init()
  0.00      0.21     0.00    46666     0.00     0.00  std::_List_base<neighbor_t, std::allocator<neighbor_t> >::~_List_base()
